"x","y","richness"
-157.983375,21.626625,9
-157.983375,21.628875,9
-157.983375,21.631125,9
-157.983375,21.633375,9
-157.983375,21.635625,9
-157.983375,21.637875,9
-157.983375,21.640125,9
-157.983375,21.642375,9
-157.983375,21.644625,9
-157.983375,21.646875,9
-157.983375,21.649125,9
-157.983375,21.651375,9
-157.983375,21.653625,9
-157.983375,21.655875,9
-157.983375,21.658125,9
-157.983375,21.660375,9
-157.983375,21.662625,9
-157.983375,21.664875,9
-157.983375,21.667125,9
-157.983375,21.669375,9
-157.983375,21.671625,9
-157.983375,21.673875,9
-157.983375,21.676125,9
-157.983375,21.678375,9
-157.983375,21.680625,9
-157.983375,21.682875,9
-157.983375,21.685125,9
-157.983375,21.687375,9
-157.983375,21.689625,8
-157.983375,21.691875,8
-157.983375,21.694125,8
-157.983375,21.696375,8
-157.983375,21.698625,8
-157.983375,21.700875,8
-157.983375,21.703125,8
-157.983375,21.705375,8
-157.983375,21.707625,8
-157.983375,21.709875,8
-157.983375,21.712125,7
-157.981125,21.316125,3
-157.981125,21.318375,4
-157.981125,21.320625,4
-157.981125,21.322875,8
-157.981125,21.325125,8
-157.981125,21.327375,8
-157.981125,21.329625,8
-157.981125,21.331875,8
-157.981125,21.334125,8
-157.981125,21.336375,8
-157.981125,21.338625,8
-157.981125,21.340875,8
-157.981125,21.343125,4
-157.981125,21.345375,3
-157.981125,21.349875,4
-157.981125,21.352125,7
-157.981125,21.354375,8
-157.981125,21.356625,8
-157.981125,21.358875,8
-157.981125,21.361125,8
-157.981125,21.363375,8
-157.981125,21.365625,4
-157.981125,21.381375,8
-157.981125,21.383625,8
-157.981125,21.385875,8
-157.981125,21.388125,8
-157.981125,21.390375,8
-157.981125,21.392625,8
-157.981125,21.394875,8
-157.981125,21.397125,8
-157.981125,21.399375,8
-157.981125,21.401625,8
-157.981125,21.403875,8
-157.981125,21.406125,8
-157.981125,21.408375,8
-157.981125,21.410625,8
-157.981125,21.412875,8
-157.981125,21.415125,8
-157.981125,21.417375,8
-157.981125,21.419625,8
-157.981125,21.421875,8
-157.981125,21.424125,8
-157.981125,21.426375,8
-157.981125,21.428625,8
-157.981125,21.430875,8
-157.981125,21.433125,8
-157.981125,21.435375,8
-157.981125,21.437625,8
-157.981125,21.439875,8
-157.981125,21.442125,8
-157.981125,21.444375,8
-157.981125,21.446625,8
-157.981125,21.448875,8
-157.981125,21.451125,8
-157.981125,21.453375,8
-157.981125,21.455625,8
-157.981125,21.457875,8
-157.981125,21.460125,8
-157.981125,21.462375,8
-157.981125,21.464625,8
-157.981125,21.466875,8
-157.981125,21.469125,9
-157.981125,21.471375,9
-157.981125,21.473625,9
-157.981125,21.475875,9
-157.981125,21.478125,9
-157.981125,21.480375,9
-157.981125,21.482625,9
-157.981125,21.484875,9
-157.981125,21.487125,9
-157.981125,21.489375,9
-157.981125,21.491625,9
-157.981125,21.493875,9
-157.981125,21.496125,9
-157.981125,21.498375,9
-157.981125,21.500625,9
-157.981125,21.502875,9
-157.981125,21.505125,9
-157.981125,21.507375,9
-157.981125,21.509625,9
-157.981125,21.511875,9
-157.981125,21.514125,9
-157.981125,21.516375,9
-157.981125,21.518625,9
-157.981125,21.520875,9
-157.981125,21.523125,9
-157.981125,21.525375,9
-157.981125,21.527625,9
-157.981125,21.529875,9
-157.981125,21.532125,9
-157.981125,21.534375,9
-157.981125,21.536625,9
-157.981125,21.538875,9
-157.981125,21.541125,9
-157.981125,21.543375,9
-157.981125,21.545625,9
-157.981125,21.547875,9
-157.981125,21.550125,9
-157.981125,21.552375,9
-157.981125,21.554625,9
-157.981125,21.556875,9
-157.981125,21.559125,9
-157.981125,21.561375,9
-157.981125,21.563625,9
-157.981125,21.565875,9
-157.981125,21.568125,9
-157.981125,21.570375,9
-157.981125,21.572625,9
-157.981125,21.574875,9
-157.981125,21.577125,9
-157.981125,21.579375,9
-157.981125,21.581625,9
-157.981125,21.583875,9
-157.981125,21.586125,9
-157.981125,21.588375,9
-157.981125,21.590625,9
-157.981125,21.592875,9
-157.981125,21.595125,9
-157.981125,21.597375,9
-157.981125,21.599625,9
-157.981125,21.601875,9
-157.981125,21.604125,9
-157.981125,21.606375,9
-157.981125,21.608625,9
-157.981125,21.610875,9
-157.981125,21.613125,9
-157.981125,21.615375,9
-157.981125,21.617625,9
-157.981125,21.619875,9
-157.981125,21.622125,9
-157.981125,21.624375,9
-157.981125,21.626625,9
-157.981125,21.628875,9
-157.981125,21.631125,9
-157.981125,21.633375,9
-157.981125,21.635625,9
-157.981125,21.637875,9
-157.981125,21.640125,9
-157.981125,21.642375,9
-157.981125,21.644625,9
-157.981125,21.646875,9
-157.981125,21.649125,9
-157.981125,21.651375,9
-157.981125,21.653625,9
-157.981125,21.655875,9
-157.981125,21.658125,9
-157.981125,21.660375,9
-157.981125,21.662625,9
-157.981125,21.664875,9
-157.981125,21.667125,9
-157.981125,21.669375,9
-157.981125,21.671625,9
-157.981125,21.673875,9
-157.981125,21.676125,9
-157.981125,21.678375,9
-157.981125,21.680625,9
-157.981125,21.682875,9
-157.981125,21.685125,9
-157.981125,21.687375,8
-157.981125,21.689625,8
-157.981125,21.691875,8
-157.981125,21.694125,8
-157.981125,21.696375,8
-157.981125,21.698625,8
-157.981125,21.700875,8
-157.981125,21.703125,8
-157.981125,21.705375,8
-157.981125,21.707625,8
-157.981125,21.709875,7
-157.981125,21.712125,4
-157.978875,21.316125,3
-157.978875,21.318375,4
-157.978875,21.320625,4
-157.978875,21.322875,4
-157.978875,21.325125,8
-157.978875,21.327375,8
-157.978875,21.329625,8
-157.978875,21.331875,8
-157.978875,21.334125,8
-157.978875,21.336375,8
-157.978875,21.338625,8
-157.978875,21.340875,4
-157.978875,21.343125,3
-157.978875,21.349875,7
-157.978875,21.352125,8
-157.978875,21.354375,8
-157.978875,21.356625,8
-157.978875,21.358875,8
-157.978875,21.361125,8
-157.978875,21.363375,8
-157.978875,21.365625,3
-157.978875,21.376875,4
-157.978875,21.379125,4
-157.978875,21.381375,8
-157.978875,21.383625,8
-157.978875,21.385875,8
-157.978875,21.388125,8
-157.978875,21.390375,8
-157.978875,21.392625,8
-157.978875,21.394875,8
-157.978875,21.397125,8
-157.978875,21.399375,8
-157.978875,21.401625,8
-157.978875,21.403875,8
-157.978875,21.406125,8
-157.978875,21.408375,8
-157.978875,21.410625,8
-157.978875,21.412875,8
-157.978875,21.415125,8
-157.978875,21.417375,8
-157.978875,21.419625,8
-157.978875,21.421875,8
-157.978875,21.424125,8
-157.978875,21.426375,8
-157.978875,21.428625,8
-157.978875,21.430875,8
-157.978875,21.433125,8
-157.978875,21.435375,8
-157.978875,21.437625,8
-157.978875,21.439875,8
-157.978875,21.442125,8
-157.978875,21.444375,8
-157.978875,21.446625,8
-157.978875,21.448875,8
-157.978875,21.451125,8
-157.978875,21.453375,8
-157.978875,21.455625,8
-157.978875,21.457875,8
-157.978875,21.460125,8
-157.978875,21.462375,8
-157.978875,21.464625,8
-157.978875,21.466875,9
-157.978875,21.469125,9
-157.978875,21.471375,9
-157.978875,21.473625,9
-157.978875,21.475875,9
-157.978875,21.478125,9
-157.978875,21.480375,9
-157.978875,21.482625,9
-157.978875,21.484875,9
-157.978875,21.487125,9
-157.978875,21.489375,9
-157.978875,21.491625,9
-157.978875,21.493875,9
-157.978875,21.496125,9
-157.978875,21.498375,9
-157.978875,21.500625,9
-157.978875,21.502875,9
-157.978875,21.505125,9
-157.978875,21.507375,9
-157.978875,21.509625,9
-157.978875,21.511875,9
-157.978875,21.514125,9
-157.978875,21.516375,9
-157.978875,21.518625,9
-157.978875,21.520875,9
-157.978875,21.523125,9
-157.978875,21.525375,9
-157.978875,21.527625,9
-157.978875,21.529875,9
-157.978875,21.532125,9
-157.978875,21.534375,9
-157.978875,21.536625,9
-157.978875,21.538875,9
-157.978875,21.541125,9
-157.978875,21.543375,9
-157.978875,21.545625,9
-157.978875,21.547875,9
-157.978875,21.550125,9
-157.978875,21.552375,9
-157.978875,21.554625,9
-157.978875,21.556875,9
-157.978875,21.559125,9
-157.978875,21.561375,9
-157.978875,21.563625,9
-157.978875,21.565875,9
-157.978875,21.568125,9
-157.978875,21.570375,9
-157.978875,21.572625,9
-157.978875,21.574875,9
-157.978875,21.577125,9
-157.978875,21.579375,9
-157.978875,21.581625,9
-157.978875,21.583875,9
-157.978875,21.586125,9
-157.978875,21.588375,9
-157.978875,21.590625,9
-157.978875,21.592875,9
-157.978875,21.595125,9
-157.978875,21.597375,9
-157.978875,21.599625,9
-157.978875,21.601875,9
-157.978875,21.604125,9
-157.978875,21.606375,9
-157.978875,21.608625,9
-157.978875,21.610875,9
-157.978875,21.613125,9
-157.978875,21.615375,9
-157.978875,21.617625,9
-157.978875,21.619875,9
-157.978875,21.622125,9
-157.978875,21.624375,9
-157.978875,21.626625,9
-157.978875,21.628875,9
-157.978875,21.631125,9
-157.978875,21.633375,9
-157.978875,21.635625,9
-157.978875,21.637875,9
-157.978875,21.640125,9
-157.978875,21.642375,9
-157.978875,21.644625,9
-157.978875,21.646875,9
-157.978875,21.649125,9
-157.978875,21.651375,9
-157.978875,21.653625,9
-157.978875,21.655875,9
-157.978875,21.658125,9
-157.978875,21.660375,9
-157.978875,21.662625,9
-157.978875,21.664875,9
-157.978875,21.667125,9
-157.978875,21.669375,9
-157.978875,21.671625,9
-157.978875,21.673875,9
-157.978875,21.676125,9
-157.978875,21.678375,9
-157.978875,21.680625,9
-157.978875,21.682875,9
-157.978875,21.685125,9
-157.978875,21.687375,8
-157.978875,21.689625,8
-157.978875,21.691875,8
-157.978875,21.694125,8
-157.978875,21.696375,8
-157.978875,21.698625,8
-157.978875,21.700875,8
-157.978875,21.703125,8
-157.978875,21.705375,8
-157.978875,21.707625,8
-157.978875,21.709875,4
-157.978875,21.712125,4
-157.976625,21.318375,3
-157.976625,21.320625,4
-157.976625,21.322875,4
-157.976625,21.325125,4
-157.976625,21.327375,4
-157.976625,21.329625,4
-157.976625,21.331875,8
-157.976625,21.334125,8
-157.976625,21.336375,4
-157.976625,21.338625,4
-157.976625,21.347625,3
-157.976625,21.349875,7
-157.976625,21.352125,8
-157.976625,21.354375,8
-157.976625,21.356625,8
-157.976625,21.358875,8
-157.976625,21.361125,8
-157.976625,21.363375,4
-157.976625,21.365625,3
-157.976625,21.376875,7
-157.976625,21.379125,8
-157.976625,21.381375,8
-157.976625,21.383625,8
-157.976625,21.385875,8
-157.976625,21.388125,8
-157.976625,21.390375,8
-157.976625,21.392625,8
-157.976625,21.394875,8
-157.976625,21.397125,8
-157.976625,21.399375,8
-157.976625,21.401625,8
-157.976625,21.403875,8
-157.976625,21.406125,8
-157.976625,21.408375,8
-157.976625,21.410625,8
-157.976625,21.412875,8
-157.976625,21.415125,8
-157.976625,21.417375,8
-157.976625,21.419625,8
-157.976625,21.421875,8
-157.976625,21.424125,8
-157.976625,21.426375,8
-157.976625,21.428625,8
-157.976625,21.430875,8
-157.976625,21.433125,8
-157.976625,21.435375,8
-157.976625,21.437625,8
-157.976625,21.439875,8
-157.976625,21.442125,8
-157.976625,21.444375,8
-157.976625,21.446625,8
-157.976625,21.448875,8
-157.976625,21.451125,8
-157.976625,21.453375,8
-157.976625,21.455625,8
-157.976625,21.457875,8
-157.976625,21.460125,8
-157.976625,21.462375,9
-157.976625,21.464625,9
-157.976625,21.466875,9
-157.976625,21.469125,9
-157.976625,21.471375,9
-157.976625,21.473625,9
-157.976625,21.475875,9
-157.976625,21.478125,9
-157.976625,21.480375,9
-157.976625,21.482625,9
-157.976625,21.484875,9
-157.976625,21.487125,9
-157.976625,21.489375,9
-157.976625,21.491625,9
-157.976625,21.493875,9
-157.976625,21.496125,9
-157.976625,21.498375,9
-157.976625,21.500625,9
-157.976625,21.502875,9
-157.976625,21.505125,9
-157.976625,21.507375,9
-157.976625,21.509625,9
-157.976625,21.511875,9
-157.976625,21.514125,9
-157.976625,21.516375,9
-157.976625,21.518625,9
-157.976625,21.520875,9
-157.976625,21.523125,9
-157.976625,21.525375,9
-157.976625,21.527625,9
-157.976625,21.529875,9
-157.976625,21.532125,9
-157.976625,21.534375,9
-157.976625,21.536625,9
-157.976625,21.538875,9
-157.976625,21.541125,9
-157.976625,21.543375,9
-157.976625,21.545625,9
-157.976625,21.547875,9
-157.976625,21.550125,9
-157.976625,21.552375,9
-157.976625,21.554625,9
-157.976625,21.556875,9
-157.976625,21.559125,9
-157.976625,21.561375,9
-157.976625,21.563625,9
-157.976625,21.565875,9
-157.976625,21.568125,9
-157.976625,21.570375,9
-157.976625,21.572625,9
-157.976625,21.574875,9
-157.976625,21.577125,9
-157.976625,21.579375,9
-157.976625,21.581625,9
-157.976625,21.583875,9
-157.976625,21.586125,9
-157.976625,21.588375,9
-157.976625,21.590625,9
-157.976625,21.592875,9
-157.976625,21.595125,9
-157.976625,21.597375,9
-157.976625,21.599625,9
-157.976625,21.601875,9
-157.976625,21.604125,9
-157.976625,21.606375,9
-157.976625,21.608625,9
-157.976625,21.610875,9
-157.976625,21.613125,9
-157.976625,21.615375,9
-157.976625,21.617625,9
-157.976625,21.619875,9
-157.976625,21.622125,9
-157.976625,21.624375,9
-157.976625,21.626625,9
-157.976625,21.628875,9
-157.976625,21.631125,9
-157.976625,21.633375,9
-157.976625,21.635625,9
-157.976625,21.637875,9
-157.976625,21.640125,9
-157.976625,21.642375,9
-157.976625,21.644625,9
-157.976625,21.646875,9
-157.976625,21.649125,9
-157.976625,21.651375,9
-157.976625,21.653625,9
-157.976625,21.655875,9
-157.976625,21.658125,9
-157.976625,21.660375,9
-157.976625,21.662625,9
-157.976625,21.664875,9
-157.976625,21.667125,9
-157.976625,21.669375,9
-157.976625,21.671625,9
-157.976625,21.673875,9
-157.976625,21.676125,9
-157.976625,21.678375,9
-157.976625,21.680625,9
-157.976625,21.682875,9
-157.976625,21.685125,9
-157.976625,21.687375,8
-157.976625,21.689625,8
-157.976625,21.691875,8
-157.976625,21.694125,8
-157.976625,21.696375,8
-157.976625,21.698625,8
-157.976625,21.700875,8
-157.976625,21.703125,8
-157.976625,21.705375,8
-157.976625,21.707625,8
-157.976625,21.709875,4
-157.976625,21.712125,4
-157.974375,21.320625,4
-157.974375,21.322875,4
-157.974375,21.325125,4
-157.974375,21.327375,4
-157.974375,21.329625,4
-157.974375,21.331875,4
-157.974375,21.334125,4
-157.974375,21.336375,3
-157.974375,21.343125,3
-157.974375,21.345375,4
-157.974375,21.347625,4
-157.974375,21.349875,4
-157.974375,21.352125,4
-157.974375,21.354375,4
-157.974375,21.356625,4
-157.974375,21.363375,3
-157.974375,21.374625,7
-157.974375,21.376875,8
-157.974375,21.379125,8
-157.974375,21.381375,8
-157.974375,21.383625,8
-157.974375,21.385875,8
-157.974375,21.388125,8
-157.974375,21.390375,8
-157.974375,21.392625,8
-157.974375,21.394875,8
-157.974375,21.397125,8
-157.974375,21.399375,8
-157.974375,21.401625,8
-157.974375,21.403875,8
-157.974375,21.406125,8
-157.974375,21.408375,8
-157.974375,21.410625,8
-157.974375,21.412875,8
-157.974375,21.415125,8
-157.974375,21.417375,8
-157.974375,21.419625,8
-157.974375,21.421875,8
-157.974375,21.424125,8
-157.974375,21.426375,8
-157.974375,21.428625,8
-157.974375,21.430875,8
-157.974375,21.433125,8
-157.974375,21.435375,8
-157.974375,21.437625,8
-157.974375,21.439875,8
-157.974375,21.442125,8
-157.974375,21.444375,8
-157.974375,21.446625,8
-157.974375,21.448875,8
-157.974375,21.451125,8
-157.974375,21.453375,8
-157.974375,21.455625,8
-157.974375,21.457875,8
-157.974375,21.460125,9
-157.974375,21.462375,9
-157.974375,21.464625,9
-157.974375,21.466875,9
-157.974375,21.469125,9
-157.974375,21.471375,9
-157.974375,21.473625,9
-157.974375,21.475875,9
-157.974375,21.478125,9
-157.974375,21.480375,9
-157.974375,21.482625,9
-157.974375,21.484875,9
-157.974375,21.487125,9
-157.974375,21.489375,9
-157.974375,21.491625,9
-157.974375,21.493875,9
-157.974375,21.496125,9
-157.974375,21.498375,9
-157.974375,21.500625,9
-157.974375,21.502875,9
-157.974375,21.505125,9
-157.974375,21.507375,9
-157.974375,21.509625,9
-157.974375,21.511875,9
-157.974375,21.514125,9
-157.974375,21.516375,9
-157.974375,21.518625,9
-157.974375,21.520875,9
-157.974375,21.523125,9
-157.974375,21.525375,9
-157.974375,21.527625,9
-157.974375,21.529875,9
-157.974375,21.532125,9
-157.974375,21.534375,9
-157.974375,21.536625,9
-157.974375,21.538875,9
-157.974375,21.541125,9
-157.974375,21.543375,9
-157.974375,21.545625,9
-157.974375,21.547875,9
-157.974375,21.550125,9
-157.974375,21.552375,9
-157.974375,21.554625,9
-157.974375,21.556875,9
-157.974375,21.559125,9
-157.974375,21.561375,9
-157.974375,21.563625,9
-157.974375,21.565875,9
-157.974375,21.568125,9
-157.974375,21.570375,9
-157.974375,21.572625,9
-157.974375,21.574875,9
-157.974375,21.577125,9
-157.974375,21.579375,9
-157.974375,21.581625,9
-157.974375,21.583875,9
-157.974375,21.586125,9
-157.974375,21.588375,9
-157.974375,21.590625,9
-157.974375,21.592875,9
-157.974375,21.595125,9
-157.974375,21.597375,9
-157.974375,21.599625,9
-157.974375,21.601875,9
-157.974375,21.604125,9
-157.974375,21.606375,9
-157.974375,21.608625,9
-157.974375,21.610875,9
-157.974375,21.613125,9
-157.974375,21.615375,9
-157.974375,21.617625,9
-157.974375,21.619875,9
-157.974375,21.622125,9
-157.974375,21.624375,9
-157.974375,21.626625,9
-157.974375,21.628875,9
-157.974375,21.631125,9
-157.974375,21.633375,9
-157.974375,21.635625,9
-157.974375,21.637875,9
-157.974375,21.640125,9
-157.974375,21.642375,9
-157.974375,21.644625,9
-157.974375,21.646875,9
-157.974375,21.649125,9
-157.974375,21.651375,9
-157.974375,21.653625,9
-157.974375,21.655875,9
-157.974375,21.658125,9
-157.974375,21.660375,9
-157.974375,21.662625,9
-157.974375,21.664875,9
-157.974375,21.667125,9
-157.974375,21.669375,9
-157.974375,21.671625,9
-157.974375,21.673875,9
-157.974375,21.676125,9
-157.974375,21.678375,9
-157.974375,21.680625,9
-157.974375,21.682875,9
-157.974375,21.685125,8
-157.974375,21.687375,8
-157.974375,21.689625,8
-157.974375,21.691875,8
-157.974375,21.694125,8
-157.974375,21.696375,8
-157.974375,21.698625,8
-157.974375,21.700875,8
-157.974375,21.703125,8
-157.974375,21.705375,8
-157.974375,21.707625,8
-157.974375,21.709875,4
-157.974375,21.712125,4
-157.972125,21.322875,4
-157.972125,21.325125,4
-157.972125,21.327375,4
-157.972125,21.329625,4
-157.972125,21.343125,4
-157.972125,21.345375,4
-157.972125,21.349875,3
-157.972125,21.352125,4
-157.972125,21.354375,3
-157.972125,21.372375,4
-157.972125,21.374625,4
-157.972125,21.376875,4
-157.972125,21.379125,8
-157.972125,21.381375,8
-157.972125,21.383625,4
-157.972125,21.385875,4
-157.972125,21.388125,8
-157.972125,21.390375,8
-157.972125,21.392625,8
-157.972125,21.394875,8
-157.972125,21.397125,8
-157.972125,21.399375,8
-157.972125,21.401625,8
-157.972125,21.403875,8
-157.972125,21.406125,8
-157.972125,21.408375,8
-157.972125,21.410625,8
-157.972125,21.412875,8
-157.972125,21.415125,8
-157.972125,21.417375,8
-157.972125,21.419625,8
-157.972125,21.421875,8
-157.972125,21.424125,8
-157.972125,21.426375,8
-157.972125,21.428625,8
-157.972125,21.430875,8
-157.972125,21.433125,8
-157.972125,21.435375,8
-157.972125,21.437625,8
-157.972125,21.439875,8
-157.972125,21.442125,8
-157.972125,21.444375,8
-157.972125,21.446625,8
-157.972125,21.448875,8
-157.972125,21.451125,8
-157.972125,21.453375,8
-157.972125,21.455625,9
-157.972125,21.457875,9
-157.972125,21.460125,9
-157.972125,21.462375,9
-157.972125,21.464625,9
-157.972125,21.466875,9
-157.972125,21.469125,9
-157.972125,21.471375,9
-157.972125,21.473625,9
-157.972125,21.475875,9
-157.972125,21.478125,9
-157.972125,21.480375,9
-157.972125,21.482625,9
-157.972125,21.484875,9
-157.972125,21.487125,9
-157.972125,21.489375,9
-157.972125,21.491625,9
-157.972125,21.493875,9
-157.972125,21.496125,9
-157.972125,21.498375,9
-157.972125,21.500625,9
-157.972125,21.502875,9
-157.972125,21.505125,9
-157.972125,21.507375,9
-157.972125,21.509625,9
-157.972125,21.511875,9
-157.972125,21.514125,9
-157.972125,21.516375,9
-157.972125,21.518625,9
-157.972125,21.520875,9
-157.972125,21.523125,9
-157.972125,21.525375,9
-157.972125,21.527625,9
-157.972125,21.529875,9
-157.972125,21.532125,9
-157.972125,21.534375,9
-157.972125,21.536625,9
